pet_id,date,activity_type,duration_minutes,issue,resolution,owner_id,owner_age_group,pet_type
7416,2023-01-27,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",8590,18-25,Hamster
7416,2023-08-20,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",8590,18-25,Hamster
7416,2023-08-30,Walking,24.0,,,8590,18-25,Hamster
7482,2023-01-21,Walking,90.0,,,7022,26-35,Rabbit
7482,2023-02-14,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7022,26-35,Rabbit
7482,2023-03-31,Walking,38.0,,,7022,26-35,Rabbit
7485,2022-06-09,Walking,47.0,,,6278,56-65,Dog
7485,2022-08-11,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",6278,56-65,Dog
7485,2022-09-07,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6278,56-65,Dog
7485,2023-01-25,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,6278,56-65,Dog
7485,2023-02-17,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",6278,56-65,Dog
7515,2022-08-14,Resting,,,,7330,18-25,Rabbit
7515,2022-09-25,Playing,9.0,,,7330,18-25,Rabbit
7515,2022-10-10,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,7330,18-25,Rabbit
7515,2023-10-16,Health,0.0,Injury,Physical therapy recommended for joint issues,7330,18-25,Rabbit
7642,2022-12-28,Playing,,,,8967,26-35,Rabbit
7642,2023-05-10,Playing,81.0,,,8967,26-35,Rabbit
7642,2023-10-09,Resting,77.0,,,8967,26-35,Rabbit
7666,2022-08-16,Resting,88.0,,,6054,26-35,Rabbit
7680,2022-04-09,Playing,55.0,,,129,66+,Rabbit
7680,2023-06-22,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",129,66+,Rabbit
7680,2023-11-17,Playing,46.0,,,129,66+,Rabbit
7680,2023-12-11,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,129,66+,Rabbit
7692,2022-09-14,Walking,85.0,,,6053,36-45,Hamster
7692,2022-11-22,Walking,,,,6053,36-45,Hamster
7692,2022-11-30,Resting,43.0,,,6053,36-45,Hamster
7692,2023-10-15,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,6053,36-45,Hamster
7692,2023-11-13,Playing,48.0,,,6053,36-45,Hamster
7706,2022-11-01,Resting,60.0,,,592,56-65,Hamster
7706,2022-11-05,Walking,,,,592,56-65,Hamster
7706,2023-11-05,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",592,56-65,Hamster
7716,2022-04-06,Playing,26.0,,,342,66+,Cat
7716,2022-05-17,Playing,8.0,,,342,66+,Cat
7716,2022-08-19,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",342,66+,Cat
7716,2022-10-12,Resting,61.0,,,342,66+,Cat
7716,2023-01-26,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",342,66+,Cat
7716,2023-06-30,Health,0.0,Injury,"Minor surgery performed, recovery monitored",342,66+,Cat
7716,2023-07-03,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",342,66+,Cat
7716,2023-10-17,Playing,90.0,,,342,66+,Cat
7716,2023-12-26,Playing,,,,342,66+,Cat
7757,2022-05-17,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,1457,18-25,Hamster
7757,2022-08-31,Resting,46.0,,,1457,18-25,Hamster
7757,2023-06-08,Resting,,,,1457,18-25,Hamster
7757,2023-06-09,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",1457,18-25,Hamster
7757,2023-08-03,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",1457,18-25,Hamster
7757,2023-10-22,Resting,8.0,,,1457,18-25,Hamster
7766,2022-06-11,Playing,,,,6699,56-65,Rabbit
7766,2023-04-15,Walking,20.0,,,6699,56-65,Rabbit
7766,2023-06-24,Walking,,,,6699,56-65,Rabbit
7778,2022-04-18,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,4180,46-55,Rabbit
7778,2023-08-19,Playing,,,,4180,46-55,Rabbit
7778,2023-09-03,Walking,35.0,,,4180,46-55,Rabbit
7785,2022-04-12,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,1955,26-35,Rabbit
7785,2022-09-22,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",1955,26-35,Rabbit
7785,2023-04-14,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",1955,26-35,Rabbit
7785,2023-07-25,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,1955,26-35,Rabbit
7788,2022-07-04,Health,0.0,Injury,"Minor surgery performed, recovery monitored",7350,36-45,Dog
7788,2022-09-05,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",7350,36-45,Dog
7788,2022-10-22,Playing,72.0,,,7350,36-45,Dog
7788,2022-11-12,Resting,,,,7350,36-45,Dog
7788,2023-04-06,Walking,34.0,,,7350,36-45,Dog
7788,2023-08-08,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",7350,36-45,Dog
7799,2022-04-19,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",5114,36-45,Fish
7799,2023-02-02,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,5114,36-45,Fish
7799,2023-02-17,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",5114,36-45,Fish
7799,2023-09-09,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,5114,36-45,Fish
7818,2022-05-30,Resting,49.0,,,7979,46-55,Hamster
7818,2023-05-18,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,7979,46-55,Hamster
7818,2023-10-10,Playing,78.0,,,7979,46-55,Hamster
7818,2023-12-15,Walking,66.0,,,7979,46-55,Hamster
7825,2022-05-17,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,6060,56-65,Dog
7825,2022-10-09,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,6060,56-65,Dog
7825,2022-12-08,Health,0.0,Injury,"Minor surgery performed, recovery monitored",6060,56-65,Dog
7825,2023-03-14,Walking,66.0,,,6060,56-65,Dog
7825,2023-09-05,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6060,56-65,Dog
7833,2022-04-07,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",3276,46-55,Fish
7833,2022-04-28,Health,0.0,Injury,Physical therapy recommended for joint issues,3276,46-55,Fish
7833,2022-06-28,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",3276,46-55,Fish
7833,2022-08-10,Resting,74.0,,,3276,46-55,Fish
7833,2022-10-17,Playing,18.0,,,3276,46-55,Fish
7833,2022-11-03,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",3276,46-55,Fish
7833,2023-03-06,Playing,29.0,,,3276,46-55,Fish
7833,2023-05-28,Playing,,,,3276,46-55,Fish
7833,2023-11-22,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,3276,46-55,Fish
7891,2022-12-07,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6780,56-65,Dog
7891,2022-12-18,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",6780,56-65,Dog
7891,2023-02-28,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",6780,56-65,Dog
7891,2023-04-22,Walking,9.0,,,6780,56-65,Dog
7891,2023-07-24,Resting,55.0,,,6780,56-65,Dog
7891,2023-12-29,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",6780,56-65,Dog
7936,2023-01-02,Playing,57.0,,,3641,36-45,Fish
7936,2023-01-19,Walking,52.0,,,3641,36-45,Fish
7936,2023-08-22,Resting,71.0,,,3641,36-45,Fish
7936,2023-09-20,Health,0.0,Injury,"Minor surgery performed, recovery monitored",3641,36-45,Fish
7936,2023-09-25,Resting,,,,3641,36-45,Fish
7956,2022-07-11,Resting,,,,725,66+,Hamster
7956,2022-12-06,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",725,66+,Hamster
7956,2023-03-05,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",725,66+,Hamster
7956,2023-06-26,Walking,27.0,,,725,66+,Hamster
7956,2023-08-22,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",725,66+,Hamster
7970,2022-06-25,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",1419,36-45,Hamster
7970,2022-07-19,Walking,29.0,,,1419,36-45,Hamster
7970,2022-10-17,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",1419,36-45,Hamster
7970,2023-01-31,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",1419,36-45,Hamster
7970,2023-03-22,Resting,15.0,,,1419,36-45,Hamster
7970,2023-08-19,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",1419,36-45,Hamster
7972,2022-05-24,Walking,12.0,,,5338,56-65,Hamster
7972,2022-11-18,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",5338,56-65,Hamster
7972,2023-06-14,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,5338,56-65,Hamster
7975,2023-09-18,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,9672,56-65,Hamster
7975,2023-12-13,Walking,58.0,,,9672,56-65,Hamster
8007,2022-04-19,Playing,49.0,,,6652,18-25,Rabbit
8007,2022-09-02,Resting,60.0,,,6652,18-25,Rabbit
8007,2023-02-08,Resting,89.0,,,6652,18-25,Rabbit
8007,2023-03-20,Resting,84.0,,,6652,18-25,Rabbit
8047,2023-06-21,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,4593,26-35,Rabbit
8047,2023-08-09,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,4593,26-35,Rabbit
8047,2023-09-21,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4593,26-35,Rabbit
8047,2023-11-09,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,4593,26-35,Rabbit
8047,2023-12-06,Playing,39.0,,,4593,26-35,Rabbit
8070,2022-09-14,Health,0.0,Injury,Physical therapy recommended for joint issues,4144,36-45,Fish
8070,2022-10-02,Resting,61.0,,,4144,36-45,Fish
8070,2022-11-04,Walking,42.0,,,4144,36-45,Fish
8070,2023-01-04,Playing,,,,4144,36-45,Fish
8070,2023-01-08,Resting,40.0,,,4144,36-45,Fish
8070,2023-12-16,Playing,,,,4144,36-45,Fish
8103,2022-06-21,Health,0.0,Injury,Physical therapy recommended for joint issues,1336,26-35,Fish
8103,2022-08-19,Resting,8.0,,,1336,26-35,Fish
8103,2022-12-12,Health,0.0,Injury,"Minor surgery performed, recovery monitored",1336,26-35,Fish
8103,2023-12-06,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,1336,26-35,Fish
8136,2023-10-03,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",1972,18-25,Dog
8149,2022-12-01,Playing,42.0,,,7913,66+,Dog
8149,2023-10-22,Playing,44.0,,,7913,66+,Dog
8149,2023-11-28,Playing,27.0,,,7913,66+,Dog
8177,2022-04-02,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",8251,18-25,Dog
8177,2022-04-02,Walking,51.0,,,8251,18-25,Dog
8177,2022-08-04,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",8251,18-25,Dog
8177,2023-08-14,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",8251,18-25,Dog
8208,2023-03-12,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",7211,36-45,Fish
8208,2023-04-06,Walking,,,,7211,36-45,Fish
8208,2023-11-25,Walking,31.0,,,7211,36-45,Fish
8226,2022-06-09,Resting,21.0,,,2391,56-65,Rabbit
8226,2022-08-20,Health,0.0,Injury,Physical therapy recommended for joint issues,2391,56-65,Rabbit
8226,2022-11-06,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",2391,56-65,Rabbit
8226,2023-08-22,Walking,56.0,,,2391,56-65,Rabbit
8226,2023-09-14,Resting,,,,2391,56-65,Rabbit
8226,2023-09-27,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,2391,56-65,Rabbit
8226,2023-11-07,Playing,7.0,,,2391,56-65,Rabbit
8237,2022-10-27,Walking,49.0,,,200,66+,Fish
8237,2022-11-07,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",200,66+,Fish
8237,2023-10-09,Resting,89.0,,,200,66+,Fish
8237,2023-11-11,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",200,66+,Fish
8237,2023-11-14,Walking,43.0,,,200,66+,Fish
8237,2023-11-16,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",200,66+,Fish
8244,2022-04-03,Resting,64.0,,,5743,66+,Fish
8244,2022-12-29,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",5743,66+,Fish
8244,2023-04-25,Resting,20.0,,,5743,66+,Fish
8244,2023-07-04,Health,0.0,Injury,Physical therapy recommended for joint issues,5743,66+,Fish
8244,2023-09-23,Resting,20.0,,,5743,66+,Fish
8244,2023-11-16,Playing,,,,5743,66+,Fish
8285,2022-08-01,Walking,32.0,,,4725,18-25,Dog
8285,2022-11-18,Walking,19.0,,,4725,18-25,Dog
8318,2022-05-03,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",6305,18-25,Fish
8342,2022-04-05,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,6252,36-45,Rabbit
8342,2022-04-27,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",6252,36-45,Rabbit
8342,2023-07-26,Playing,,,,6252,36-45,Rabbit
8349,2023-03-15,Resting,10.0,,,6591,26-35,Rabbit
8349,2023-07-31,Walking,50.0,,,6591,26-35,Rabbit
8349,2023-12-08,Playing,80.0,,,6591,26-35,Rabbit
8353,2022-06-22,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",94,18-25,Fish
8353,2022-11-03,Playing,83.0,,,94,18-25,Fish
8353,2023-05-03,Health,0.0,Injury,Physical therapy recommended for joint issues,94,18-25,Fish
8353,2023-08-18,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",94,18-25,Fish
8353,2023-12-24,Playing,79.0,,,94,18-25,Fish
8354,2022-05-05,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",2769,26-35,Fish
8354,2023-02-19,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",2769,26-35,Fish
8354,2023-05-07,Resting,,,,2769,26-35,Fish
8354,2023-10-01,Playing,,,,2769,26-35,Fish
8387,2022-07-09,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",160,36-45,Cat
8387,2022-10-27,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",160,36-45,Cat
8387,2022-10-29,Playing,,,,160,36-45,Cat
8387,2023-05-28,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,160,36-45,Cat
8387,2023-09-14,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",160,36-45,Cat
8396,2022-04-29,Health,0.0,Injury,"Minor surgery performed, recovery monitored",4741,36-45,Fish
8412,2022-04-04,Resting,38.0,,,4116,18-25,Hamster
8412,2023-03-14,Resting,84.0,,,4116,18-25,Hamster
8412,2023-05-09,Playing,35.0,,,4116,18-25,Hamster
8412,2023-10-16,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4116,18-25,Hamster
8418,2022-05-07,Walking,36.0,,,3390,56-65,Rabbit
8418,2022-07-20,Resting,41.0,,,3390,56-65,Rabbit
8418,2022-12-14,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",3390,56-65,Rabbit
8418,2022-12-30,Walking,,,,3390,56-65,Rabbit
8455,2022-06-25,Walking,,,,8397,18-25,Rabbit
8455,2023-11-01,Playing,10.0,,,8397,18-25,Rabbit
8510,2022-06-02,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",2392,18-25,Cat
8510,2022-07-07,Walking,22.0,,,2392,18-25,Cat
8510,2023-04-12,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",2392,18-25,Cat
8510,2023-07-19,Resting,90.0,,,2392,18-25,Cat
8518,2022-04-05,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",1912,26-35,Rabbit
8518,2022-06-13,Walking,83.0,,,1912,26-35,Rabbit
8572,2023-02-26,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",496,66+,Rabbit
8572,2023-07-21,Playing,4.0,,,496,66+,Rabbit
8572,2023-07-23,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",496,66+,Rabbit
8572,2023-09-05,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",496,66+,Rabbit
8586,2022-08-25,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9364,66+,Hamster
8586,2023-01-19,Playing,34.0,,,9364,66+,Hamster
8586,2023-01-21,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,9364,66+,Hamster
8586,2023-06-08,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,9364,66+,Hamster
8586,2023-09-27,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",9364,66+,Hamster
8586,2023-11-17,Resting,50.0,,,9364,66+,Hamster
8631,2022-04-28,Resting,,,,1052,66+,Hamster
8631,2022-12-24,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",1052,66+,Hamster
8631,2023-05-20,Resting,29.0,,,1052,66+,Hamster
8631,2023-11-11,Walking,,,,1052,66+,Hamster
8676,2022-08-29,Resting,29.0,,,3252,18-25,Fish
8676,2022-10-13,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",3252,18-25,Fish
8691,2022-10-14,Resting,17.0,,,3447,26-35,Fish
8691,2022-11-11,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",3447,26-35,Fish
8691,2022-11-16,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",3447,26-35,Fish
8691,2023-06-15,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,3447,26-35,Fish
8691,2023-08-27,Resting,69.0,,,3447,26-35,Fish
8697,2022-04-07,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,3061,18-25,Rabbit
8697,2022-11-25,Health,0.0,Injury,"Minor surgery performed, recovery monitored",3061,18-25,Rabbit
8697,2023-07-26,Walking,48.0,,,3061,18-25,Rabbit
8702,2022-04-07,Health,0.0,Injury,Physical therapy recommended for joint issues,7485,56-65,Dog
8702,2022-09-17,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,7485,56-65,Dog
8702,2023-03-25,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,7485,56-65,Dog
8705,2022-09-21,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",8337,66+,Rabbit
8705,2023-01-10,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",8337,66+,Rabbit
8705,2023-03-21,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",8337,66+,Rabbit
8705,2023-06-15,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",8337,66+,Rabbit
8710,2022-07-09,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,4317,56-65,Dog
8710,2022-07-13,Walking,7.0,,,4317,56-65,Dog
8710,2022-11-07,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4317,56-65,Dog
8710,2022-12-19,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4317,56-65,Dog
8710,2023-03-24,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,4317,56-65,Dog
8716,2023-01-07,Walking,18.0,,,8087,66+,Dog
8716,2023-01-09,Resting,70.0,,,8087,66+,Dog
8716,2023-05-28,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,8087,66+,Dog
8746,2022-07-23,Playing,65.0,,,5569,66+,Dog
8746,2023-01-26,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",5569,66+,Dog
8746,2023-03-14,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",5569,66+,Dog
8746,2023-03-24,Playing,48.0,,,5569,66+,Dog
8789,2022-05-01,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",6619,18-25,Rabbit
8789,2022-12-06,Resting,7.0,,,6619,18-25,Rabbit
8789,2023-03-18,Playing,27.0,,,6619,18-25,Rabbit
8789,2023-10-25,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",6619,18-25,Rabbit
8804,2022-04-12,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",3846,46-55,Fish
8804,2022-05-08,Playing,20.0,,,3846,46-55,Fish
8804,2022-06-02,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",3846,46-55,Fish
8804,2022-09-07,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",3846,46-55,Fish
8804,2023-01-15,Resting,88.0,,,3846,46-55,Fish
8804,2023-05-31,Playing,,,,3846,46-55,Fish
8805,2022-11-01,Resting,49.0,,,4944,46-55,Hamster
8805,2023-04-09,Walking,87.0,,,4944,46-55,Hamster
8805,2023-05-25,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,4944,46-55,Hamster
8805,2023-08-05,Resting,80.0,,,4944,46-55,Hamster
8805,2023-09-07,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",4944,46-55,Hamster
8805,2023-11-03,Playing,24.0,,,4944,46-55,Hamster
8833,2022-04-29,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7766,18-25,Hamster
8840,2022-10-03,Playing,,,,3588,18-25,Fish
8840,2022-10-24,Playing,39.0,,,3588,18-25,Fish
8840,2023-01-11,Walking,56.0,,,3588,18-25,Fish
8840,2023-05-15,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,3588,18-25,Fish
8840,2023-07-05,Playing,,,,3588,18-25,Fish
8840,2023-07-22,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,3588,18-25,Fish
8868,2022-08-19,Walking,22.0,,,343,46-55,Rabbit
8868,2023-04-30,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",343,46-55,Rabbit
8877,2023-01-10,Resting,2.0,,,9853,36-45,Cat
8877,2023-02-13,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,9853,36-45,Cat
8903,2022-08-01,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4754,66+,Fish
8903,2022-08-13,Resting,41.0,,,4754,66+,Fish
8903,2022-10-05,Playing,16.0,,,4754,66+,Fish
8903,2023-10-22,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4754,66+,Fish
8940,2022-05-23,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,6792,66+,Fish
8940,2022-11-28,Resting,36.0,,,6792,66+,Fish
8940,2023-06-05,Health,0.0,Injury,Physical therapy recommended for joint issues,6792,66+,Fish
8967,2022-07-12,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",2752,66+,Dog
8967,2023-04-30,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",2752,66+,Dog
8981,2022-05-24,Playing,,,,2804,18-25,Rabbit
8981,2023-03-27,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,2804,18-25,Rabbit
8989,2022-05-25,Walking,,,,3803,36-45,Dog
8989,2023-02-06,Playing,77.0,,,3803,36-45,Dog
8989,2023-02-27,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,3803,36-45,Dog
8989,2023-07-01,Resting,52.0,,,3803,36-45,Dog
8993,2022-07-20,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",1424,66+,Cat
8993,2023-06-03,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",1424,66+,Cat
8993,2023-06-23,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",1424,66+,Cat
9008,2023-04-24,Resting,23.0,,,1835,36-45,Rabbit
9008,2023-08-02,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",1835,36-45,Rabbit
9008,2023-08-14,Playing,85.0,,,1835,36-45,Rabbit
9011,2022-07-24,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6170,18-25,Cat
9018,2022-04-03,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",5690,46-55,Rabbit
9018,2022-05-22,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",5690,46-55,Rabbit
9018,2022-11-30,Playing,55.0,,,5690,46-55,Rabbit
9018,2023-02-09,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,5690,46-55,Rabbit
9018,2023-07-14,Resting,86.0,,,5690,46-55,Rabbit
9018,2023-10-30,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,5690,46-55,Rabbit
9030,2022-09-15,Playing,38.0,,,4500,18-25,Hamster
9030,2023-01-04,Walking,29.0,,,4500,18-25,Hamster
9030,2023-03-17,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4500,18-25,Hamster
9030,2023-09-03,Health,0.0,Injury,"Minor surgery performed, recovery monitored",4500,18-25,Hamster
9071,2022-07-09,Playing,66.0,,,4485,56-65,Hamster
9071,2023-03-07,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4485,56-65,Hamster
9115,2022-12-21,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,2345,36-45,Fish
9115,2023-01-29,Resting,86.0,,,2345,36-45,Fish
9124,2022-11-23,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,6166,26-35,Rabbit
9124,2022-12-23,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,6166,26-35,Rabbit
9124,2023-01-02,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,6166,26-35,Rabbit
9136,2022-04-06,Health,0.0,Injury,Physical therapy recommended for joint issues,3553,18-25,Dog
9136,2022-04-15,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",3553,18-25,Dog
9163,2022-08-08,Resting,26.0,,,8254,46-55,Hamster
9163,2022-08-19,Walking,77.0,,,8254,46-55,Hamster
9163,2023-01-20,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",8254,46-55,Hamster
9163,2023-07-30,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",8254,46-55,Hamster
9167,2023-04-02,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",3839,46-55,Cat
9179,2023-10-19,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",630,46-55,Rabbit
9186,2022-05-15,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,948,66+,Rabbit
9186,2022-10-23,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,948,66+,Rabbit
9186,2023-04-25,Resting,47.0,,,948,66+,Rabbit
9186,2023-05-29,Resting,18.0,,,948,66+,Rabbit
9187,2022-04-04,Walking,,,,8368,66+,Rabbit
9187,2022-07-18,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",8368,66+,Rabbit
9187,2022-08-17,Health,0.0,Injury,Physical therapy recommended for joint issues,8368,66+,Rabbit
9187,2022-09-07,Playing,,,,8368,66+,Rabbit
9191,2022-04-14,Walking,43.0,,,2639,66+,Hamster
9191,2022-07-10,Resting,44.0,,,2639,66+,Hamster
9191,2022-08-27,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",2639,66+,Hamster
9191,2023-10-25,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",2639,66+,Hamster
9218,2022-07-11,Resting,73.0,,,2552,26-35,Fish
9218,2023-03-26,Resting,58.0,,,2552,26-35,Fish
9218,2023-06-01,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",2552,26-35,Fish
9218,2023-11-24,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",2552,26-35,Fish
9221,2022-06-26,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",5930,36-45,Fish
9221,2023-11-05,Walking,54.0,,,5930,36-45,Fish
