index,pet_id,date,activity_type,duration_minutes,issue,resolution,owner_id,owner_age_group,pet_type
285,7891,2023-04-22,Walking,9.0,,,6780,56-65,Dog
796,7891,2023-07-24,Resting,55.0,,,6780,56-65,Dog
1677,7891,2023-12-29,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",6780,56-65,Dog
1850,8940,2022-05-23,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,6792,66+,Fish
568,8940,2022-11-28,Resting,36.0,,,6792,66+,Fish
1335,8940,2023-06-05,Health,0.0,Injury,Physical therapy recommended for joint issues,6792,66+,Fish
1853,4438,2022-04-13,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",6845,56-65,Cat
1765,4438,2022-09-26,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",6845,56-65,Cat
458,4438,2022-10-08,Playing,,,,6845,56-65,Cat
911,5860,2023-11-16,Walking,,,,6851,18-25,Dog
222,5863,2023-03-13,Walking,,,,6864,36-45,Dog
660,5863,2023-04-19,Playing,,,,6864,36-45,Dog
1681,5863,2023-06-25,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,6864,36-45,Dog
1407,5863,2023-12-13,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,6864,36-45,Dog
158,7010,2023-06-12,Playing,9.0,,,6873,36-45,Fish
144,7010,2023-09-26,Walking,,,,6873,36-45,Fish
652,7010,2023-12-10,Resting,,,,6873,36-45,Fish
666,1047,2022-04-26,Playing,16.0,,,6893,18-25,Dog
937,1047,2022-10-29,Playing,39.0,,,6893,18-25,Dog
1049,6480,2022-09-27,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,6899,66+,Dog
230,6480,2022-12-28,Walking,28.0,,,6899,66+,Dog
978,6480,2023-07-05,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",6899,66+,Dog
951,6480,2023-09-26,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,6899,66+,Dog
265,6480,2023-10-27,Walking,5.0,,,6899,66+,Dog
876,83,2022-05-25,Playing,41.0,,,6916,26-35,Hamster
1071,83,2022-06-16,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6916,26-35,Hamster
426,83,2022-09-20,Playing,54.0,,,6916,26-35,Hamster
98,83,2022-11-05,Resting,32.0,,,6916,26-35,Hamster
684,83,2022-11-26,Playing,54.0,,,6916,26-35,Hamster
225,83,2023-10-18,Playing,10.0,,,6916,26-35,Hamster
764,637,2022-04-04,Playing,33.0,,,6918,56-65,Cat
1184,637,2022-05-11,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",6918,56-65,Cat
1262,637,2022-07-11,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6918,56-65,Cat
1052,637,2022-10-12,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",6918,56-65,Cat
967,637,2023-02-15,Health,0.0,Injury,"Minor surgery performed, recovery monitored",6918,56-65,Cat
1294,637,2023-07-07,Health,0.0,Injury,Physical therapy recommended for joint issues,6918,56-65,Cat
271,637,2023-10-26,Playing,,,,6918,56-65,Cat
1743,3190,2022-04-20,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6925,46-55,Fish
1053,3190,2023-01-10,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,6925,46-55,Fish
534,3190,2023-03-03,Playing,63.0,,,6925,46-55,Fish
820,3414,2022-05-26,Resting,2.0,,,6975,26-35,Rabbit
1816,4150,2022-07-28,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",7003,36-45,Fish
61,4150,2023-05-18,Resting,85.0,,,7003,36-45,Fish
768,9692,2022-06-07,Resting,70.0,,,7009,46-55,Cat
938,9692,2022-10-09,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7009,46-55,Cat
482,9692,2023-04-08,Resting,81.0,,,7009,46-55,Cat
495,9692,2023-12-03,Walking,75.0,,,7009,46-55,Cat
1200,9930,2022-09-05,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",7016,18-25,Dog
771,9930,2022-09-13,Resting,46.0,,,7016,18-25,Dog
780,9930,2023-03-16,Resting,34.0,,,7016,18-25,Dog
1701,9930,2023-03-31,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7016,18-25,Dog
735,9930,2023-05-15,Walking,,,,7016,18-25,Dog
0,9930,2023-08-01,Resting,,,,7016,18-25,Dog
316,7393,2022-11-08,Resting,87.0,,,7018,18-25,Dog
1628,7393,2022-11-26,Health,0.0,Injury,"Minor surgery performed, recovery monitored",7018,18-25,Dog
15,7393,2023-03-27,Playing,82.0,,,7018,18-25,Dog
235,7482,2023-01-21,Walking,90.0,,,7022,26-35,Rabbit
1623,7482,2023-02-14,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7022,26-35,Rabbit
434,7482,2023-03-31,Walking,38.0,,,7022,26-35,Rabbit
1135,6315,2023-05-05,Health,0.0,Injury,"Minor surgery performed, recovery monitored",7039,56-65,Dog
738,6315,2023-10-22,Playing,,,,7039,56-65,Dog
826,6315,2023-11-30,Resting,,,,7039,56-65,Dog
892,2287,2022-06-09,Resting,,,,7057,66+,Rabbit
228,2287,2022-09-07,Walking,88.0,,,7057,66+,Rabbit
1864,2287,2023-01-18,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",7057,66+,Rabbit
653,2287,2023-07-16,Playing,5.0,,,7057,66+,Rabbit
1022,3936,2022-07-10,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",7063,26-35,Hamster
3,3936,2022-09-15,Walking,73.0,,,7063,26-35,Hamster
806,3936,2022-10-17,Playing,90.0,,,7063,26-35,Hamster
571,3936,2023-03-12,Resting,,,,7063,26-35,Hamster
79,3936,2023-12-22,Resting,,,,7063,26-35,Hamster
924,1207,2022-05-09,Walking,56.0,,,7087,26-35,Rabbit
1244,1207,2022-07-07,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7087,26-35,Rabbit
368,1207,2022-07-27,Resting,22.0,,,7087,26-35,Rabbit
206,1207,2023-07-04,Playing,39.0,,,7087,26-35,Rabbit
587,1207,2023-07-30,Playing,,,,7087,26-35,Rabbit
1408,1207,2023-08-04,Health,0.0,Injury,Physical therapy recommended for joint issues,7087,26-35,Rabbit
1493,1207,2023-09-23,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,7087,26-35,Rabbit
445,2471,2022-09-20,Walking,19.0,,,7098,46-55,Dog
1264,2471,2023-05-01,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",7098,46-55,Dog
1362,2471,2023-06-29,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7098,46-55,Dog
159,6806,2022-09-06,Walking,68.0,,,7119,56-65,Dog
1548,6806,2022-10-24,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7119,56-65,Dog
1513,516,2023-02-13,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",7142,66+,Rabbit
1197,9689,2022-04-15,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",7147,46-55,Rabbit
28,9689,2022-09-04,Walking,85.0,,,7147,46-55,Rabbit
24,9689,2023-02-16,Playing,,,,7147,46-55,Rabbit
647,7022,2022-06-23,Resting,17.0,,,7165,56-65,Dog
815,7022,2022-07-15,Walking,32.0,,,7165,56-65,Dog
1500,7022,2022-12-01,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",7165,56-65,Dog
1077,7022,2023-03-28,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,7165,56-65,Dog
898,7022,2023-05-13,Resting,77.0,,,7165,56-65,Dog
1394,7022,2023-06-26,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",7165,56-65,Dog
130,7022,2023-09-03,Playing,23.0,,,7165,56-65,Dog
67,7022,2023-11-08,Playing,14.0,,,7165,56-65,Dog
1293,8208,2023-03-12,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",7211,36-45,Fish
380,8208,2023-04-06,Walking,,,,7211,36-45,Fish
759,8208,2023-11-25,Walking,31.0,,,7211,36-45,Fish
525,3587,2022-11-11,Resting,87.0,,,7214,26-35,Hamster
1717,3587,2023-01-27,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7214,26-35,Hamster
722,6778,2023-03-11,Walking,58.0,,,7271,36-45,Cat
707,6778,2023-04-29,Playing,2.0,,,7271,36-45,Cat
1352,6778,2023-05-23,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",7271,36-45,Cat
1378,6778,2023-08-25,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,7271,36-45,Cat
880,5799,2022-04-01,Walking,44.0,,,7299,26-35,Fish
456,5799,2022-07-17,Resting,83.0,,,7299,26-35,Fish
527,5799,2022-09-26,Walking,,,,7299,26-35,Fish
536,5799,2023-01-19,Walking,,,,7299,26-35,Fish
559,5799,2023-06-16,Playing,17.0,,,7299,26-35,Fish
1308,5799,2023-06-19,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",7299,26-35,Fish
1374,5799,2023-08-20,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,7299,26-35,Fish
1729,2492,2023-07-28,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",7325,46-55,Cat
233,7515,2022-08-14,Resting,,,,7330,18-25,Rabbit
397,7515,2022-09-25,Playing,9.0,,,7330,18-25,Rabbit
1242,7515,2022-10-10,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,7330,18-25,Rabbit
1233,7515,2023-10-16,Health,0.0,Injury,Physical therapy recommended for joint issues,7330,18-25,Rabbit
1152,7788,2022-07-04,Health,0.0,Injury,"Minor surgery performed, recovery monitored",7350,36-45,Dog
1437,7788,2022-09-05,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",7350,36-45,Dog
817,7788,2022-10-22,Playing,72.0,,,7350,36-45,Dog
361,7788,2022-11-12,Resting,,,,7350,36-45,Dog
475,7788,2023-04-06,Walking,34.0,,,7350,36-45,Dog
1280,7788,2023-08-08,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",7350,36-45,Dog
1601,2901,2022-07-17,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",7351,46-55,Dog
698,2901,2022-12-28,Playing,79.0,,,7351,46-55,Dog
794,2783,2022-09-23,Walking,6.0,,,7419,26-35,Rabbit
1307,2783,2022-11-06,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,7419,26-35,Rabbit
473,2783,2023-05-15,Resting,64.0,,,7419,26-35,Rabbit
1510,2783,2023-06-25,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,7419,26-35,Rabbit
1059,833,2022-12-15,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7440,66+,Fish
518,833,2023-05-28,Playing,79.0,,,7440,66+,Fish
363,833,2023-12-05,Resting,73.0,,,7440,66+,Fish
1687,9813,2022-07-03,Health,0.0,Injury,Physical therapy recommended for joint issues,7472,66+,Hamster
1162,9813,2023-01-01,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",7472,66+,Hamster
1284,9813,2023-03-05,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7472,66+,Hamster
1001,8702,2022-04-07,Health,0.0,Injury,Physical therapy recommended for joint issues,7485,56-65,Dog
1821,8702,2022-09-17,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,7485,56-65,Dog
1726,8702,2023-03-25,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,7485,56-65,Dog
1797,7331,2022-04-06,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,7557,36-45,Cat
910,7331,2022-07-22,Walking,52.0,,,7557,36-45,Cat
468,7331,2023-07-21,Resting,70.0,,,7557,36-45,Cat
1771,7331,2023-09-25,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7557,36-45,Cat
107,1115,2022-04-27,Resting,20.0,,,7620,26-35,Rabbit
126,1115,2022-10-28,Playing,,,,7620,26-35,Rabbit
1473,248,2022-07-20,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",7635,66+,Dog
1109,248,2022-11-06,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,7635,66+,Dog
1253,5850,2022-12-01,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",7641,46-55,Dog
493,5850,2023-05-10,Playing,57.0,,,7641,46-55,Dog
44,1640,2022-09-01,Resting,,,,7642,36-45,Hamster
1223,1640,2023-08-05,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",7642,36-45,Hamster
574,1640,2023-09-09,Resting,60.0,,,7642,36-45,Hamster
996,6141,2022-05-15,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7658,56-65,Dog
932,6141,2022-08-26,Resting,,,,7658,56-65,Dog
1004,6141,2023-01-01,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",7658,56-65,Dog
244,6141,2023-03-14,Playing,4.0,,,7658,56-65,Dog
1453,6141,2023-08-16,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7658,56-65,Dog
1245,6141,2023-12-18,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",7658,56-65,Dog
904,6467,2022-08-06,Walking,77.0,,,7672,26-35,Fish
293,6467,2023-01-29,Resting,1.0,,,7672,26-35,Fish
801,6467,2023-03-02,Walking,79.0,,,7672,26-35,Fish
1458,6467,2023-04-27,Health,0.0,Injury,"Minor surgery performed, recovery monitored",7672,26-35,Fish
576,6467,2023-08-24,Resting,81.0,,,7672,26-35,Fish
530,6467,2023-10-15,Resting,21.0,,,7672,26-35,Fish
1409,6467,2023-10-18,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",7672,26-35,Fish
1597,751,2022-10-15,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,7703,46-55,Fish
721,751,2022-10-16,Playing,29.0,,,7703,46-55,Fish
352,751,2023-02-09,Walking,,,,7703,46-55,Fish
1391,751,2023-04-21,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7703,46-55,Fish
1159,751,2023-09-26,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,7703,46-55,Fish
1592,751,2023-10-29,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7703,46-55,Fish
546,4238,2022-05-19,Playing,64.0,,,7739,56-65,Cat
603,4238,2023-05-30,Resting,72.0,,,7739,56-65,Cat
575,4238,2023-07-20,Resting,56.0,,,7739,56-65,Cat
1240,4238,2023-08-19,Health,0.0,Injury,Physical therapy recommended for joint issues,7739,56-65,Cat
20,4238,2023-10-19,Resting,13.0,,,7739,56-65,Cat
1265,8833,2022-04-29,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7766,18-25,Hamster
827,4583,2022-06-23,Walking,73.0,,,7768,26-35,Rabbit
46,4583,2022-06-30,Playing,3.0,,,7768,26-35,Rabbit
1731,4583,2022-07-30,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",7768,26-35,Rabbit
1057,5017,2023-03-04,Health,0.0,Injury,Physical therapy recommended for joint issues,7785,36-45,Cat
1637,5017,2023-06-13,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",7785,36-45,Cat
1558,5017,2023-06-17,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,7785,36-45,Cat
1247,5017,2023-08-25,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7785,36-45,Cat
1540,5017,2023-09-20,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7785,36-45,Cat
1599,7352,2022-10-11,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",7816,56-65,Hamster
1058,7352,2023-12-07,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7816,56-65,Hamster
1117,3420,2022-09-30,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",7822,66+,Fish
1470,3420,2023-05-10,Health,0.0,Injury,Physical therapy recommended for joint issues,7822,66+,Fish
270,3420,2023-09-02,Walking,22.0,,,7822,66+,Fish
995,3828,2022-06-11,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",7877,46-55,Fish
1799,3828,2022-06-15,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7877,46-55,Fish
1713,3828,2023-07-18,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,7877,46-55,Fish
13,3223,2023-01-30,Walking,56.0,,,7880,26-35,Cat
767,3223,2023-07-08,Resting,62.0,,,7880,26-35,Cat
1566,3223,2023-07-24,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",7880,26-35,Cat
832,3223,2023-09-18,Walking,3.0,,,7880,26-35,Cat
1318,3223,2023-10-01,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",7880,26-35,Cat
1082,997,2022-05-05,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",7886,26-35,Hamster
287,997,2022-06-01,Playing,16.0,,,7886,26-35,Hamster
1219,997,2022-10-28,Health,0.0,Injury,Physical therapy recommended for joint issues,7886,26-35,Hamster
335,997,2023-04-21,Resting,11.0,,,7886,26-35,Hamster
548,997,2023-07-23,Playing,,,,7886,26-35,Hamster
127,5940,2022-07-29,Resting,,,,7893,56-65,Fish
552,5940,2023-03-06,Resting,72.0,,,7893,56-65,Fish
1250,5940,2023-06-28,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",7893,56-65,Fish
1752,5940,2023-10-18,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",7893,56-65,Fish
1115,6934,2023-03-18,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,7906,26-35,Cat
1404,6934,2023-12-03,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",7906,26-35,Cat
188,6934,2023-12-23,Resting,5.0,,,7906,26-35,Cat
97,8149,2022-12-01,Playing,42.0,,,7913,66+,Dog
631,8149,2023-10-22,Playing,44.0,,,7913,66+,Dog
257,8149,2023-11-28,Playing,27.0,,,7913,66+,Dog
66,579,2022-11-05,Playing,33.0,,,7956,56-65,Dog
1011,579,2023-01-20,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7956,56-65,Dog
1016,579,2023-04-07,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7956,56-65,Dog
85,579,2023-12-26,Playing,,,,7956,56-65,Dog
289,6896,2022-05-25,Resting,89.0,,,7961,56-65,Dog
1569,6896,2022-07-26,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",7961,56-65,Dog
677,6896,2022-08-19,Resting,,,,7961,56-65,Dog
353,6896,2022-09-27,Walking,36.0,,,7961,56-65,Dog
1648,1382,2022-08-24,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",7965,36-45,Dog
506,1382,2022-11-18,Playing,40.0,,,7965,36-45,Dog
984,1382,2023-03-26,Health,0.0,Injury,"Minor surgery performed, recovery monitored",7965,36-45,Dog
34,1382,2023-10-26,Resting,23.0,,,7965,36-45,Dog
1009,3856,2022-05-27,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,7968,66+,Hamster
422,3856,2022-10-08,Resting,14.0,,,7968,66+,Hamster
299,3856,2023-02-17,Walking,30.0,,,7968,66+,Hamster
1527,3856,2023-04-11,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7968,66+,Hamster
1751,3856,2023-09-25,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,7968,66+,Hamster
1254,3856,2023-10-29,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",7968,66+,Hamster
720,5501,2022-12-12,Playing,4.0,,,7969,26-35,Rabbit
997,5501,2023-04-29,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,7969,26-35,Rabbit
1629,5501,2023-05-11,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,7969,26-35,Rabbit
1154,5501,2023-10-22,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",7969,26-35,Rabbit
99,7818,2022-05-30,Resting,49.0,,,7979,46-55,Hamster
949,7818,2023-05-18,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,7979,46-55,Hamster
637,7818,2023-10-10,Playing,78.0,,,7979,46-55,Hamster
52,7818,2023-12-15,Walking,66.0,,,7979,46-55,Hamster
1261,454,2022-08-08,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,7985,26-35,Fish
1653,5919,2022-05-24,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",8009,26-35,Fish
1516,5919,2022-05-28,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",8009,26-35,Fish
909,5919,2022-06-25,Playing,2.0,,,8009,26-35,Fish
829,5919,2022-07-15,Walking,,,,8009,26-35,Fish
87,5919,2022-12-20,Resting,21.0,,,8009,26-35,Fish
645,5919,2023-04-04,Resting,,,,8009,26-35,Fish
1538,5919,2023-06-17,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",8009,26-35,Fish
137,1772,2022-09-04,Playing,61.0,,,8034,18-25,Cat
1761,1772,2023-11-05,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",8034,18-25,Cat
1749,6609,2022-08-17,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",8044,36-45,Cat
1158,6609,2022-11-05,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,8044,36-45,Cat
75,6609,2022-12-20,Playing,28.0,,,8044,36-45,Cat
864,8716,2023-01-07,Walking,18.0,,,8087,66+,Dog
779,8716,2023-01-09,Resting,70.0,,,8087,66+,Dog
1505,8716,2023-05-28,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,8087,66+,Dog
1585,9223,2022-12-22,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,8116,56-65,Cat
54,9223,2023-05-20,Playing,16.0,,,8116,56-65,Cat
863,9223,2023-09-26,Resting,57.0,,,8116,56-65,Cat
612,3304,2023-01-02,Resting,55.0,,,8128,46-55,Fish
1047,3304,2023-06-25,Health,0.0,Injury,"Minor surgery performed, recovery monitored",8128,46-55,Fish
1328,3304,2023-07-25,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,8128,46-55,Fish
1063,1735,2023-09-20,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",8142,56-65,Fish
1526,1735,2023-09-23,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,8142,56-65,Fish
1375,1735,2023-11-25,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",8142,56-65,Fish
1467,5418,2023-10-17,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",8149,18-25,Dog
691,5418,2023-12-14,Playing,72.0,,,8149,18-25,Dog
241,774,2023-11-09,Playing,50.0,,,8152,26-35,Dog
1140,774,2023-12-22,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,8152,26-35,Dog
1668,774,2023-12-24,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,8152,26-35,Dog
240,3727,2023-03-06,Walking,61.0,,,8154,66+,Dog
730,3727,2023-10-13,Playing,56.0,,,8154,66+,Dog
264,5540,2022-04-04,Playing,33.0,,,8158,56-65,Dog
1702,5540,2022-05-10,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,8158,56-65,Dog
1123,5540,2022-08-30,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,8158,56-65,Dog
1465,5540,2023-01-11,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,8158,56-65,Dog
1478,5540,2023-01-11,Health,0.0,Injury,Physical therapy recommended for joint issues,8158,56-65,Dog
460,5540,2023-06-05,Walking,17.0,,,8158,56-65,Dog
533,5540,2023-08-22,Walking,18.0,,,8158,56-65,Dog
602,5540,2023-09-14,Walking,63.0,,,8158,56-65,Dog
328,5540,2023-09-19,Playing,25.0,,,8158,56-65,Dog
459,4934,2022-12-28,Resting,28.0,,,8159,46-55,Cat
670,4934,2023-08-17,Playing,38.0,,,8159,46-55,Cat
1539,7374,2023-01-16,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",8179,46-55,Rabbit
223,8177,2022-04-02,Walking,51.0,,,8251,18-25,Dog
1760,8177,2022-04-02,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",8251,18-25,Dog
1157,8177,2022-08-04,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",8251,18-25,Dog
1018,8177,2023-08-14,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",8251,18-25,Dog
1296,2887,2023-07-13,Health,0.0,Injury,Physical therapy recommended for joint issues,8252,36-45,Rabbit
388,9163,2022-08-08,Resting,26.0,,,8254,46-55,Hamster
167,9163,2022-08-19,Walking,77.0,,,8254,46-55,Hamster
1875,9163,2023-01-20,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",8254,46-55,Hamster
1794,9163,2023-07-30,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",8254,46-55,Hamster
278,2840,2022-09-14,Resting,10.0,,,8267,46-55,Fish
211,2840,2023-04-15,Playing,8.0,,,8267,46-55,Fish
1410,2840,2023-05-24,Health,0.0,Injury,"Minor surgery performed, recovery monitored",8267,46-55,Fish
1301,2840,2023-12-03,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,8267,46-55,Fish
1561,3289,2022-05-08,Health,0.0,Injury,Physical therapy recommended for joint issues,8286,46-55,Hamster
355,3289,2023-09-25,Playing,78.0,,,8286,46-55,Hamster
262,3289,2023-12-02,Playing,56.0,,,8286,46-55,Hamster
297,6683,2022-09-16,Resting,53.0,,,8303,66+,Cat
163,6683,2022-10-18,Resting,22.0,,,8303,66+,Cat
616,6683,2023-06-09,Playing,80.0,,,8303,66+,Cat
1678,6683,2023-06-13,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",8303,66+,Cat
1425,6683,2023-07-07,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,8303,66+,Cat
1203,1939,2022-10-06,Health,0.0,Injury,"Minor surgery performed, recovery monitored",8319,26-35,Cat
1801,1939,2023-01-10,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",8319,26-35,Cat
1837,1939,2023-01-19,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,8319,26-35,Cat
471,1939,2023-12-01,Playing,75.0,,,8319,26-35,Cat
1310,1939,2023-12-24,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",8319,26-35,Cat
1824,8705,2022-09-21,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",8337,66+,Rabbit
1550,8705,2023-01-10,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",8337,66+,Rabbit
1008,8705,2023-03-21,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",8337,66+,Rabbit
974,8705,2023-06-15,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",8337,66+,Rabbit
398,6435,2022-09-10,Walking,14.0,,,8343,26-35,Hamster
311,1441,2022-12-02,Resting,,,,8360,18-25,Hamster
379,1441,2023-06-07,Playing,14.0,,,8360,18-25,Hamster
805,1441,2023-11-17,Walking,85.0,,,8360,18-25,Hamster
1502,1441,2023-12-09,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",8360,18-25,Hamster
787,9187,2022-04-04,Walking,,,,8368,66+,Rabbit
1832,9187,2022-07-18,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",8368,66+,Rabbit
1143,9187,2022-08-17,Health,0.0,Injury,Physical therapy recommended for joint issues,8368,66+,Rabbit
804,9187,2022-09-07,Playing,,,,8368,66+,Rabbit
772,8455,2022-06-25,Walking,,,,8397,18-25,Rabbit
308,8455,2023-11-01,Playing,10.0,,,8397,18-25,Rabbit
405,9555,2022-05-10,Resting,55.0,,,8413,26-35,Hamster
1241,3228,2022-04-03,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",8432,66+,Fish
